,Unnamed: 0,Unnamed: 0.1,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_id,release_date
1034,1034,1034,The Osmonds,Very Best Of The Osmonds,Long Haired Lover From Liverpool,3W3YFrguAWe4dHpC3uKHel,0.763,0.674,11,-5.842,1,0.0365,2.02e-06,0.0952,0.939,131.338,132533,4,-,-
1035,1035,1035,Chuck Berry,Have Mercy - His Complete Chess Recordings 1969 - 1974,My Ding-A-Ling - Live,0Ec1tJGuYnVIKmTIEnuf2A,0.767,0.517,4,-9.908,1,0.195,0.000186,0.078,0.846,144.322,223573,4,spotify:album:27q84AdiSVhTtrGOwwoMIW,2010-01-01
1036,1036,1036,Gilbert O'Sullivan,Back to Front (DeLuxe),Clair,0JInbW8UiGiYH1rJuOr9jA,0.724,0.53,9,-6.872,1,0.0335,0.0,0.137,0.584,105.697,182067,4,spotify:album:31Brg5OM3O6qDK3Gj825i8,2021-07-28
1037,1037,1037,Lieutenant Pigeon,The Best Of,Mouldy Old Dough,7y5tT3P46jtv4Xx8hGENn4,0.744,0.45,11,-12.262,1,0.0402,0.221,0.277,0.911,107.598,167493,4,spotify:album:1ohdh4vzVUXhtaE04cHvle,2019-11-20
1038,1038,1038,Various Artists,Jackie - The 70's Annual,How Can I Be Sure,1DTKzX4Ed66xxuDb2nFv81,0.379,0.364,2,-8.974,0,0.027,0.0,0.331,0.212,84.984,186773,4,-,-
1039,1039,1039,Various Artists,Christmas Jukebox,Mama Weer All Crazee Now,5RT3NI7RdnJw4fVAeHUmCs,0.412,0.969,5,-3.753,1,0.0779,0.332,0.293,0.344,137.745,224280,4,spotify:album:6M2GIqK7DbMqCrQoQce8qc,2014-12-02
1040,1040,1040,Rod Stewart,Never A Dull Moment,You Wear It Well,7mzvbidIxAS6aRsdSawznI,0.541,0.569,2,-10.042,1,0.0316,9.21e-06,0.285,0.886,127.311,262960,4,spotify:album:1V0trkg3Pt4pGCyxfztFLZ,1972
1041,1041,1041,Alice Cooper,School's Out,School's Out,5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,5,-9.138,1,0.0461,0.125,0.676,0.347,134.364,210107,4,spotify:album:0zKjnOsXxs63unPR6TWoHq,1972
1042,1042,1042,Various Artists,70's Pop,Puppy Love,26lbB9AJCkDDgnc8gThUIf,0.19,0.595,1,-6.089,1,0.0447,0.0,0.343,0.561,204.335,185560,3,spotify:album:5i8kfdER1rHnhzYcQc5KXX,2007-01-01
1043,1043,1043,Don McLean,The Best Of Don McLean,Vincent,1QOjPpGoGfzUUjD87ltJzs,0.37,0.14,7,-16.296,1,0.0341,0.0,0.315,0.435,86.563,240960,4,spotify:album:20Y9wHWIxNFvqplgHmqmUl,1988-01-01
1044,1044,1044,T. Rex,The Slider,Metal Guru,0HoMdjB1XwwMlyPfTV7DEj,0.307,0.95,11,-3.427,0,0.138,7.43e-05,0.313,0.524,127.895,149787,4,spotify:album:5lL8N073N1d9ENpzM9Wtj5,1972-07-21
1045,1045,1045,Various Artists,EMI Presents 'The Great Big Scottish Songbook',Amazing Grace,7mtZ5qhU4nhKea01O3Bqyg,0.0948,0.425,3,-5.815,1,0.0368,0.758,0.102,0.039,88.394,178710,3,-,-
1046,1046,1046,Harry Nilsson,Personal Best: The Harry Nilsson Anthology,Without You,0oP3nUUVDovK0MKGj7Hwzj,0.44,0.249,4,-12.695,1,0.0272,0.0,0.0612,0.134,64.201,201027,4,spotify:album:2JmUt7MTxBY9K6lcILwweG,1994-04-08
1047,1047,1047,Various Artists,Jackie - Long Hot Summer,Son Of My Father,0jyAzFiSjx7S0t2YEyBrzX,0.603,0.489,5,-10.529,1,0.0305,0.00792,0.152,0.355,129.844,187947,4,-,-
1048,1048,1048,T. Rex,The Slider,Telegram Sam,58zvkTcVYecJvk5fl44PyV,0.521,0.938,2,-3.705,1,0.121,0.0,0.0889,0.441,123.008,225773,4,spotify:album:5lL8N073N1d9ENpzM9Wtj5,1972-07-21
1049,1049,1049,The New Seekers,Greatest Hits,I'd Like To Teach The World To Sing,1KV4WzDP0KFBh2ps7CR3sE,0.562,0.444,11,-10.364,1,0.0325,0.0,0.392,0.853,135.157,142773,4,spotify:album:1WBZyULtlANBKed7Zf9cDP,1998-01-01
1050,1050,1050,Benny Hill,Ernie (The Fastest Milkman In The West) [With Bonus Tracks],Ernie (The Fastest Milkman in the West),5VqlXuFTkOx5OouaqsLyLw,0.493,0.665,7,-10.922,1,0.27,0.0,0.253,0.738,105.376,231960,5,-,-
1051,1051,1051,Rod Stewart,Maggie May: The Essential Collection,Reason To Believe,6j5WZXpelDHjnCvgxTXrcW,0.341,0.582,7,-10.901,1,0.0451,0.00185,0.144,0.448,137.795,250280,4,-,-
1052,1052,1052,Various Artists,Soul,Hey Girl Don't Bother Me - Mono Version,07Qzyper1ZFMXFMRbYfgnQ,0.808,0.37,10,-13.866,1,0.036,0.0,0.0558,0.93,115.207,142787,4,spotify:album:7q5xGp0tEnJ8s1ZumqiRSk,2021-03-26
1053,1053,1053,Diana Ross,Everything Is Everything Expanded Edition,I'm Still Waiting,3GptjqjQIU9n7itkDNprLZ,0.38,0.594,0,-9.604,0,0.0421,0.0,0.173,0.552,83.775,224187,4,spotify:album:6J8vflvVRw8I95vvpn0a8o,1970-11-03
1054,1054,1054,T. Rex,Electric Warrior (Deluxe Edition),Get It On,5nbNdS5SKdpiDZjCBh8W7b,0.728,0.878,11,-6.926,0,0.0564,0.856,0.61,0.911,126.59,262613,4,-,-
1055,1055,1055,Middle Of The Road,Best Of,Chirpy Chirpy Cheep Cheep,703RBHUEEi5c4o4YUXAM9Q,0.549,0.547,11,-8.681,0,0.0452,2.26e-06,0.205,0.972,129.814,177800,4,spotify:album:1ohdh4vzVUXhtaE04cHvle,2019-11-20
1056,1056,1056,Various Artists,70 Songs from the 70's,Knock Three Times,6JCppIVv3nNWdOpmWIZydF,0.777,0.471,1,-12.655,1,0.0834,0.0,0.3,0.905,122.458,180667,4,spotify:album:6sgEpklReMjmeNPXnXqGS6,2019-08-30
1057,1057,1057,Dave & Ansell Collins,Double Barrel,Double Barrel,23XYtrrx3Wd0gOGMOlXVRg,0.576,0.529,5,-10.074,1,0.276,0.00214,0.0577,0.734,74.481,170307,4,spotify:album:0i2pbEHt0qGGjTCcrJdVXf,1995-01-01
1058,1058,1058,T. Rex,Electric Warrior (Deluxe Edition),Hot Love - A Side,1FvG5AZm68WSFQj3fJywoy,0.565,0.543,11,-8.505,0,0.0376,0.0521,0.0867,0.486,130.983,295480,4,-,-
1059,1059,1059,Mungo Jerry,In the Summertime,Baby Jump,3pqNUdf5uziHuSg2eNngOW,0.529,0.764,9,-12.691,1,0.0377,0.405,0.237,0.829,129.035,250533,4,spotify:album:30UgyUTvmdYXNo7CeMabXY,1970-01-01
1060,1060,1060,George Harrison,All Things Must Pass (Remastered),My Sweet Lord,1chu8wc9zbNqTQ2ahROys1,0.537,0.685,1,-8.935,0,0.0333,0.0,0.0839,0.542,120.965,281227,4,spotify:album:4I4xtHaIFOzhZfp1NIHkY6,1970-11-27
1061,1061,1061,Various Artists,Original Hits - Kids,Grandad,021ZiadcsPt1lOY55OeqFJ,0.836,0.395,3,-12.015,1,0.0336,1.4e-05,0.0694,0.562,104.058,204827,3,-,-
1062,1062,1062,Dave Edmunds,The Best Of The EMI Years,I Hear You Knocking,4jrEJvfSn7kJcZR4oD7VGo,0.528,0.445,6,-12.075,0,0.0482,0.000384,0.0766,0.97,206.361,167787,4,spotify:album:31mDGNggO5OkMa13TMrHnF,1991
1063,1063,1063,Jimi Hendrix,Electric Ladyland,Voodoo Chile,0auKlivXpm76wR63mMJ3pR,0.298,0.753,0,-7.417,0,0.0894,0.148,0.112,0.32,164.991,899933,3,spotify:album:5z090LQztiqh13wYspQvKQ,1968-10-25
1064,1064,1064,Matthews' Southern Comfort,The Essential Collection,Woodstock,3RMks55MQuoQiR6uqPHaW4,0.612,0.356,7,-14.678,0,0.0324,0.0354,0.183,0.76,119.835,267893,4,spotify:album:63o2Wjzlnv5FsMSuEmT0Xu,2011-01-01
1065,1065,1065,Various Artists,Greatest 70s Extended,Band of Gold,24GBNWw5fZBbxC9QLB3nDk,0.756,0.687,11,-7.76,0,0.0435,0.0,0.25,0.914,106.247,178093,4,-,-
1066,1066,1066,Smokey Robinson & The Miracles,The 35th Anniversary Collection,The Tears Of A Clown,5cHoKMNwYETeEnVf1KoyoH,0.584,0.899,1,-8.449,1,0.0828,0.0,0.211,0.915,125.293,187240,4,spotify:album:499ITeZ8gs03lrO9NULY7y,1994-02-22
1067,1067,1067,Elvis Presley,Elvis 30 #1 Hits,The Wonder of You - Live,1kvbxvZzSSWGaHGBY7r7C1,0.319,0.689,7,-6.717,1,0.0374,0.000429,0.902,0.531,92.333,145973,4,spotify:album:0QVoYzGd1p8Z3ohEaM0lsc,2002-09-24
1068,1068,1068,Mungo Jerry,In the Summertime,In the Summertime,4OT4AvPAq1o0rscVNdC20X,0.754,0.449,4,-14.013,1,0.0615,0.0,0.162,0.973,82.751,211880,4,spotify:album:30UgyUTvmdYXNo7CeMabXY,1970-01-01
1069,1069,1069,Various Artists,70s 100 Hits,Yellow River,5s2b6aZj3xTzBQ1G4Q3W3g,0.628,0.509,4,-13.552,1,0.0293,0.0,0.138,0.883,129.856,166200,4,spotify:album:1k7WkNHGPNPnri2tsowvtg,2010-03-01
1070,1070,1070,Various Artists,England Forever,Back Home,2pCOtJAGY2wgfwxw4QEKNA,0.552,0.907,5,-3.115,1,0.0547,0.0,0.693,0.686,126.24,123907,4,spotify:album:0kPM3GYgYUs8lPkxUGZ6sB,2010-07-08
1071,1071,1071,Various Artists,Music From The Motion Picture Michael,Spirit in the Sky,0Y2SrByf4G3kbq2nBEHQRn,0.601,0.643,2,-5.828,1,0.0314,0.00209,0.088,0.552,128.262,239600,4,spotify:album:2QxIR22Sj9xGc4mOTN550A,1993-01-01
1072,1072,1072,Various Artists,Girls,All Kinds Of Everything,2kwAhlh7BDsJkES19zaYqs,0.539,0.537,10,-3.403,1,0.0257,1.41e-06,0.282,0.652,103.191,181093,3,spotify:album:021fiBoLY6KwQmgIvByEtG,2021-12-17
1073,1073,1073,Simon & Garfunkel,Bridge Over Troubled Water,Bridge Over Troubled Water,6l8EbYRtQMgKOyc1gcDHF9,0.149,0.206,3,-13.888,1,0.0323,0.000649,0.115,0.264,79.764,293120,4,spotify:album:0JwHz5SSvpYWuuCNbtYZoV,1970-01-26
1074,1074,1074,Various Artists,Paint Your Wagon,Wand'rin' Star,7iZfg9nHKc44UYgj9V5Rih,0.287,0.26,1,-19.194,1,0.0333,0.0128,0.11,0.374,97.587,268293,4,spotify:album:4bdaMKNYS8bLvgfmYNCW70,1977-01-01
1075,1075,1075,Edison Lighthouse,On the Rocks,Love Grows (Where My Rosemary Goes),6hFAaTvtzYDkng1T5K4XLB,0.567,0.842,9,-3.388,1,0.0312,1.84e-06,0.105,0.778,109.493,167947,4,spotify:album:5p5lKDY6Ag62f8HWfIFzQ0,2017-09-22
1076,1076,1076,Rolf Harris,Ideal,Two Little Boys,1st6DXIzDykpxGRcU0aO8a,0.5,0.159,1,-14.467,1,0.0629,0.000675,0.109,0.485,102.595,198867,3,spotify:album:5LFlBRrSKGrczYQ7avbJ5a,2006-07-11
1077,1077,1077,The Archies,"The Very Best Of ""The Archies""","Sugar, Sugar",3iSws76HjaU7k49EqJVTfF,0.736,0.871,2,-2.786,1,0.0278,0.0,0.108,0.967,122.395,167187,4,spotify:album:7spOTrIPTM8RrMIAhCjLJi,2007-11-07
1078,1078,1078,Serge Gainsbourg,Les 50 Plus Belles Chansons De Serge Gainsbourg,Je t'aime moi non plus,2pBwAFqDVX3jE12IRm07pf,0.466,0.361,0,-12.405,1,0.0313,0.00111,0.334,0.392,82.803,266800,4,spotify:album:16SkDHTzHYXfjPxahLFLzx,2007-01-01
1079,1079,1079,Creedence Clearwater Revival,Green River (40th Anniversary Edition),Bad Moon Rising,6NxsCnLeLd8Ai1TrgGxzIx,0.647,0.762,2,-5.856,1,0.0287,3.35e-06,0.0705,0.93,89.837,141600,4,-,-
1080,1080,1080,Various Artists,Woodstock Generation,In The Year 2525 (Exordium & Terminus),3I6dXESwG7xTDQt7jrOvmm,0.455,0.42,8,-9.427,0,0.0308,7.03e-06,0.266,0.5,124.394,194920,4,-,-
1081,1081,1081,The Rolling Stones,Hot Rocks 1964-1971 (Remastered),Honky Tonk Women,2EwgD1UMPEiLcH3rCVIwPk,0.562,0.789,7,-6.618,1,0.0621,0.0253,0.0615,0.966,119.628,179387,4,-,-
1082,1082,1082,Thunderclap Newman,Hollywood Dream,Something In The Air,1V6NsADmSSEsb8zpGZMdup,0.506,0.402,8,-11.743,0,0.0256,1.25e-05,0.0814,0.54,94.221,234360,4,spotify:album:0McWkQTsU9eYngOswvNs87,1969-01-01
1083,1083,1083,The Beatles,1 (Remastered),The Ballad Of John And Yoko - Remastered 2015,69zeDbyVmHDSH4GKZD1fv5,0.651,0.892,4,-6.551,1,0.0313,2.85e-06,0.127,0.962,135.309,179480,4,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,2000-11-13
1084,1084,1084,Various Artists,Classic Pop,Dizzy,3ZmZDEwn90n7QkFpSFAznC,0.783,0.437,6,-8.699,1,0.0336,0.33,0.178,0.663,101.867,171093,4,spotify:album:05q3NAXLsZQ2OTvk4sEjdF,2021-10-21
1085,1085,1085,The Beatles,1 (Remastered),Get Back - Remastered 2015,4ajbplh2IXiJkXjQiq5aqq,0.703,0.636,7,-7.579,1,0.0376,0.0256,0.0959,0.218,122.921,191773,4,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,2000-11-13
1086,1086,1086,Desmond Dekker,Super Best,Israelites,6B1mi7lMKxdSuD40kxAIs9,0.798,0.482,10,-11.443,1,0.0473,0.386,0.0872,0.972,146.815,156479,4,spotify:album:5HbbqSbFsCHDpyCWD88dly,2009-11-18
1087,1087,1087,Marvin Gaye,I Heard It Through The Grapevine / In The Groove (Stereo),I Heard It Through The Grapevine,27m1soUndRthrAA1ediOXn,0.729,0.324,8,-13.017,0,0.0393,0.0,0.101,0.679,116.855,195267,4,-,-
1088,1088,1088,Various Artists,60s: The Collection,Where Do You Go To (My Lovely),6YDdaGHl2CgC1Jn5tKqrn7,0.408,0.436,0,-7.712,1,0.0345,1.7e-06,0.306,0.474,175.043,284707,3,spotify:album:2A4QaigyufW2Lk3eKOBWG3,1999-01-01
1089,1089,1089,Amen Corner,If Paradise Was Half As Nice - The Immediate Anthology,(If Paradise Is) Half As Nice - Stereo,69jkdqA5M5xuMnrVuqZdAr,0.486,0.641,0,-6.464,1,0.0322,0.0,0.572,0.685,112.558,168587,4,-,-
1090,1090,1090,Roy Wood,Music Book,Blackberry Way,4Zd4dLxjyvUM4n942ik5fj,0.502,0.494,7,-8.337,1,0.0266,0.0,0.321,0.448,107.613,229480,4,spotify:album:2LOLFpqUHrlQPAiqzLVJBN,2013-07-16
1091,1091,1091,Fleetwood Mac,Collections,Albatross,5eGDyS2RLBpkpgh2sR85lv,0.377,0.0363,6,-22.807,0,0.0337,0.93,0.115,0.261,68.401,190440,4,spotify:album:14zZz3FeiafqshfDdnYDAx,2016-12-01
1092,1092,1092,Marmalade,Fine Cuts - The Best Of Marmalade (Original Recordings),"Ob-La -Di, Ob-La-Da - Original recording",4x0szrLoPdaFSry7UCOFCG,0.756,0.581,9,-9.625,1,0.034,2.92e-05,0.054,0.93,123.244,180773,4,-,-
1093,1093,1093,Various Artists,Top of the Pops: 60's Number Ones,Lily the Pink,3m99DSaC5Vh8Fvvm7HiSMp,0.634,0.629,0,-11.174,1,0.0745,9.33e-06,0.278,0.78,122.585,259427,4,-,-
1094,1094,1094,Hugo Montenegro,"Music From ""A Fistful Of Dollars"", ""For A Few Dollars More"", ""The Good, The Bad And The Ugly""","The Good, The Bad and The Ugly",5c3SBfvWYFtf5FQiNkg6FV,0.539,0.544,0,-13.569,1,0.0397,0.634,0.506,0.534,116.524,165400,4,-,-
1095,1095,1095,Joe Cocker,With A Little Help From My Friends,With A Little Help From My Friends,4pU7ed71DOZozQrBQzqkdw,0.339,0.426,2,-11.303,1,0.0543,0.00082,0.103,0.285,72.445,314200,3,spotify:album:74sIm8QdXqFwYeDS7OfYVw,1969-05-01
1096,1096,1096,Mary Hopkin,Those Were the Days/Goodbye,Those Were the Days - Official 1977 Rerecording,6NmdCdQGOBVxVLIIJdPw3z,0.362,0.325,6,-7.454,0,0.0302,0.000481,0.0988,0.605,177.163,301291,4,spotify:album:2bnmabBUKCqvOgHMMMWCxR,1968
1097,1097,1097,The Beatles,1 (Remastered),Hey Jude - Remastered 2015,3H7sv3Krffn15BufUuXzf3,0.386,0.607,10,-7.7,1,0.0261,1.38e-05,0.088,0.532,147.207,425653,4,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,2000-11-13
1098,1098,1098,Bee Gees,Idea [Expanded],I've Gotta Get A Message To You - Mono Single Version,0WsdlsuYrldZl32PvRGrkt,0.455,0.54,5,-7.458,1,0.0261,8.99e-06,0.7,0.657,86.759,182733,4,spotify:album:22MLgQVslqk9nBUmJ9rTnF,2020-08-16
1099,1099,1099,The Beach Boys,20/20 (Remastered),Do It Again - Remastered 2001,0vhCcrN8ULryq1KuEEYlm2,0.725,0.577,3,-6.487,1,0.0336,0.00112,0.242,0.826,117.691,146373,4,spotify:album:7DuJYWu66RPdcekF5TuZ7w,1965
1100,1100,1100,Various Artists,Music For Sixties,Fire,3Md57Z53QPr1KfdF6eCqdI,0.431,0.931,5,-6.555,0,0.139,0.293,0.683,0.27,136.805,175147,4,spotify:album:3GAjq5uKVPNF7Eeebe3Sz8,2010-07-19
1101,1101,1101,Various Artists,Pure 60s,Mony Mony,5GK4GZHkXeCAHx4MVPpuo6,0.559,0.86,2,-11.098,1,0.0345,0.0,0.571,0.744,130.934,166800,4,spotify:album:6gCBeLCBQoRYx30JWjqAi8,2021-10-11
1102,1102,1102,Various Artists,Sounds of the Sixties: No. 1s,I Pretend,5QjyqviMxtyw5t9pPKxQWu,0.258,0.359,5,-11.739,1,0.0353,0.0013,0.125,0.456,168.606,168533,3,-,-
1103,1103,1103,The Equals,The Equals - All the Hits Plus More,Baby Come Back,1WQesdW1KcJML5TWna3FoU,0.72,0.645,0,-16.496,1,0.0331,0.00487,0.153,0.806,135.059,152333,4,-,-
1104,1104,1104,The Rolling Stones,"Through The Past, Darkly (Big Hits Vol. 2)",Jumpin' Jack Flash,269rUyj7DapVabdn6Fuz2M,0.569,0.896,3,-9.068,1,0.0634,0.31,0.0723,0.711,137.292,221747,4,spotify:album:1Dsx0X79p4owIdoS0kTYgb,1969-09-12
1105,1105,1105,Gary Puckett & The Union Gap,Young Girl: The Best Of Gary Puckett & The Union Gap,Young Girl,3F64pIPqvcujnwvcVLVZ64,0.408,0.544,3,-8.277,1,0.0333,0.0,0.512,0.446,119.112,194493,4,spotify:album:15Oqj9h8TSkGsoOKDKjsqA,1968
1106,1106,1106,Louis Armstrong,Hello Louis - The Hit Years (1963-1969),What A Wonderful World,6Z5XZ8fjmWGbkdahOgreVe,0.273,0.373,5,-9.989,1,0.0341,0.000241,0.188,0.147,77.591,137467,4,spotify:album:5bg0svB3kklUxFziXta8it,2010-01-01
1107,1107,1107,Cliff Richard,40 Golden Greats,Congratulations,1ZfbMOw5VSh5Qqr8hgLCkJ,0.478,0.681,4,-5.2,1,0.0291,0.0,0.0748,0.962,92.898,151800,4,spotify:album:0SW33rIKZ2v0EmfqRLKufz,1977
1108,1108,1108,The Beatles,1 (Remastered),Lady Madonna - Remastered 2015,3yf4uaeB2ibXSIPbfUYC2k,0.65,0.777,2,-4.984,1,0.0294,0.343,0.215,0.574,109.608,136827,4,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,2000-11-13
1109,1109,1109,"Dave Dee, Dozy, Beaky, Mick & Tich","The Best Of Dave Dee, Dozy, Beaky, Mick & Tich",The Legend Of Xanadu,2zI0nIQnHRAuweAvqI3iWl,0.393,0.842,9,-8.019,1,0.0431,0.17,0.106,0.792,153.566,216093,4,-,-
1110,1110,1110,Esther and Abi Ofarim,Die Ofarim-Story,Cinderella Rockefella,0XOYh266PYgM8mlf4kSs5L,0.521,0.371,2,-14.51,1,0.0401,1.08e-05,0.0981,0.736,130.027,148667,4,-,-
1111,1111,1111,Manfred Mann's Earth Band,Watch,Mighty Quinn,48CvUkFKs27QRQqocgzJfR,0.38,0.791,0,-11.977,1,0.0423,0.00196,0.0776,0.523,100.387,389200,4,spotify:album:2P2Xwvh2xWXIZ1OWY9S9o5,2011-08-08
1112,1112,1112,Love Affair,The Everlasting Love Affair,Everlasting Love,40XXjm2pU6LGZkLq5VmkaQ,0.497,0.569,9,-10.632,1,0.0386,0.0,0.336,0.811,120.531,182667,4,spotify:album:2BX02XIupm6Sw7cdaT7gVX,1968-03-04
1113,1113,1113,Georgie Fame,The Third Face Of Fame,The Ballad of Bonnie & Clyde,1C2K7ouw8OYXVThAnSXID9,0.706,0.467,7,-9.523,1,0.0852,0.0,0.253,0.735,107.053,189947,4,spotify:album:3MGdCtzNd66E1JTMJgw8hk,1968-09-19
1114,1114,1114,The Beatles,1 (Remastered),"Hello, Goodbye - Remastered 2015",0wFW5NQJdNDJPcZyfYSExx,0.498,0.806,0,-5.284,1,0.0265,5.74e-06,0.525,0.664,99.396,207787,4,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,2000-11-13
1115,1115,1115,Long John Baldry,Let the Heartaches Begin,Let the Heartaches Begin,1TJUUKUydoQuXIukGnRLs6,0.458,0.724,9,-8.547,1,0.0297,2.08e-06,0.323,0.505,90.508,192853,4,spotify:album:7bwWv5RwVycAhnpOVOuvZC,1967-01-01
1116,1116,1116,The Foundations,Baby Now That I've Found You,Baby Now That I've Found You,3QU7LEmu0j98vtsZfRk22n,0.7,0.412,0,-12.446,1,0.048,0.0,0.163,0.929,118.565,152613,4,spotify:album:3a47oOUkGVKWSBeCvDd09I,2021-12-13
1117,1117,1117,Bee Gees,The Ultimate Bee Gees,Massachussetts,1CI3aF3LilyFFAhyRXaUOK,0.504,0.629,7,-6.017,1,0.0266,0.000472,0.0782,0.692,104.024,141013,4,spotify:album:5GucSY3249qHDx4v1Hcxry,2009-11-03
1118,1118,1118,Bee Gees,"Best Of Bee Gees, Vol. 1",Massachusetts (2008 Remastered LP Version),1mBPlknQe00PCd7R9g34ix,0.484,0.538,7,-9.218,1,0.0296,3.54e-05,0.0711,0.498,102.073,145573,4,spotify:album:5ifS0bCIMBQMCBtEO5Bxdj,2008-09-30
1119,1119,1119,Engelbert Humperdinck,Engelbert Humperdink - The Greatest Hits And More,The Last Waltz,2YlaV3Lkug4fGcvjSukbey,0.394,0.463,2,-9.686,1,0.0289,0.0,0.28,0.402,111.145,178200,3,-,-
1120,1120,1120,Scott McKenzie,San Francisco,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,6vcNJUWtUPB0hKC6VbZriY,0.525,0.52,7,-11.725,1,0.0271,0.00569,0.111,0.523,112.554,178507,4,spotify:album:1CwXS6MAz8Wo7K4TzW9iuR,2010-12-01
1121,1121,1121,The Beatles,1 (Remastered),All You Need Is Love - Remastered 2015,56rXurvdpjoSIVggfd5ANS,0.397,0.625,7,-5.829,1,0.0347,5.47e-06,0.263,0.676,104.54,227760,4,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,2000-11-13
1122,1122,1122,Procol Harum,A Whiter Shade Of Pale,A Whiter Shade Of Pale,3qitymULqEibr7yknRMKU4,0.249,0.66,0,-6.905,1,0.0342,0.0026,0.0891,0.435,149.813,248947,4,spotify:album:16cvzyvunqoYiyr6j34ICO,1967-05-12
1123,1123,1123,The Tremeloes,Silence Is Golden - The Very Best of the Tremeloes,Silence Is Golden,4DZSA2vPFWwyuxVqQ6wLEa,0.435,0.601,4,-5.494,1,0.0316,0.0,0.359,0.603,112.032,187000,4,spotify:album:0jNnAmqyHL4LbuPoeA0I0H,2004-07-06
1124,1124,1124,Sandie Shaw,"Love Me, Please Love Me",Puppet On A String,4mCtyfgMVY6yYlqtX3ekLm,0.724,0.606,0,-9.018,1,0.0492,0.0,0.0573,0.954,124.415,143000,4,spotify:album:2WBYaL50iM9wGmoQQ9r5Z9,1967
1125,1125,1125,Frank Sinatra,The World We Knew,Somethin' Stupid,3cVWNLd0uEHkc2tnBoE3Ay,0.262,0.328,4,-12.897,1,0.0376,0.0,0.227,0.533,207.074,162493,4,spotify:album:67Evm6gPc9wFSUf1aXOrKO,1967-08
1126,1126,1126,Engelbert Humperdinck,Engelbert Humperdink - The Greatest Hits And More,Release Me,2ReeMcseDkXKSIScbAugyI,0.221,0.339,5,-9.43,1,0.0294,1.38e-06,0.136,0.264,86.771,198360,4,-,-
1127,1127,1127,Petula Clark,The Classic Collection,This Is My Song,1PiK6yFyFD9SeZ3NkYoVU4,0.256,0.401,5,-8.308,1,0.0289,0.0,0.123,0.403,96.801,196707,4,spotify:album:1aCpHSQE5ghxibsQ5gkBe0,1981
1128,1128,1128,The Monkees,The Best of The Monkees,I'm a Believer,1CSLeVCXmetBh8IkTPMFdL,0.502,0.772,0,-6.205,1,0.0322,2.47e-06,0.199,0.935,79.463,165613,4,spotify:album:338yWfNJWW2SXxVfIdczUD,2003
1129,1129,1129,Tom Jones,Gold (1965 - 1975),Green Green Grass Of Home,6cfC1EYkS8JkwQ9y4CcZEH,0.546,0.505,8,-9.288,1,0.0256,0.0,0.102,0.851,95.068,184093,4,-,-
1130,1130,1130,The Beach Boys,Smiley Smile (Remastered),Good Vibrations - Remastered 2001,5t9KYe0Fhd5cW6UYT4qP8f,0.396,0.473,10,-7.67,0,0.0345,0.000124,0.109,0.385,133.449,219027,4,spotify:album:37rNuexqEXWeSIOiJtn3A9,1967-09-18
1131,1131,1131,Four Tops,Gold (International Version),"Reach Out, I'll Be There",3zA42VIIrkVc2OkgUENTa5,0.619,0.472,3,-11.999,0,0.0296,0.0,0.168,0.777,119.569,174800,4,spotify:album:2ePuYJ9uQikdLz3pjDe6GA,2011-12-12
1132,1132,1132,Jim Reeves,The Essential Jim Reeves,Distant Drums,78JlD9PKDckLNq0ouu0DZM,0.511,0.194,2,-17.579,1,0.0259,0.00092,0.0971,0.346,96.254,170133,4,spotify:album:158F4r9awKr4bs7X5E49JA,1997-02-14
1133,1133,1133,Small Faces,The Best Of,All Or Nothing,30ewIJhZmbu71aBqfiZ0tQ,0.342,0.647,2,-6.368,1,0.0297,0.000356,0.141,0.264,115.042,183133,4,spotify:album:1ohdh4vzVUXhtaE04cHvle,2019-11-20
1134,1134,1134,The Beatles,Revolver (Remastered),Yellow Submarine - Remastered,0Dk6z7iOJzFYywJvxjNltW,0.604,0.549,1,-9.873,1,0.0389,0.0,0.438,0.696,111.398,158880,4,spotify:album:3PRoXYsngSwjEQWR5PsHWR,1966-08-05
1135,1135,1135,The Troggs,Hit Single Anthology,With A Girl Like You,26RTO9YFd1sSjzQrfmhG5J,0.649,0.77,7,-8.916,1,0.0473,7.56e-06,0.296,0.65,113.872,127733,4,spotify:album:23x8Ucc6W7wRgytoiVP9yw,1991-04-29
1136,1136,1136,Chris Farlowe,Out of Time - The Immediate Anthology,Out of Time,4PKwry8fXxnbAwrubGzjGJ,0.509,0.676,7,-9.541,1,0.0554,0.0,0.552,0.71,127.02,193840,4,-,-
1137,1137,1137,Various Artists,'60s Pop Number 1's,Getaway,53quKXa7znupyBxHuA9JJ2,0.823,0.556,11,-9.437,1,0.132,0.0139,0.0957,0.906,93.449,151280,4,-,-
